67364029828b033a547713ae44400545,details-v1,0,08c93ae36e189244,547713ae44400545,17,1697048924126,1697048924135,9,0
67364029828b033a547713ae44400545,ratings-v1,0,66d9ef51c276615f,b8e5c5468d9e4961,26,1697048924154,1697048924159,5,0
67364029828b033a547713ae44400545,productpage-v1,0,547713ae44400545,,55,1697048924094,1697048924168,74,0
67364029828b033a547713ae44400545,reviews-v3,0,b8e5c5468d9e4961,547713ae44400545,55,1697048924143,1697048924161,18,0
3585b0e5bc790e6d9ab22e8fbbf05837,details-v1,0,c1ecc6a789ef705c,9ab22e8fbbf05837,17,1697048924127,1697048924141,14,0
3585b0e5bc790e6d9ab22e8fbbf05837,ratings-v1,0,63c9a129b11c906a,35e77f9a39547a65,26,1697048924166,1697048924168,2,0
3585b0e5bc790e6d9ab22e8fbbf05837,productpage-v1,0,9ab22e8fbbf05837,,55,1697048924092,1697048924190,98,0
3585b0e5bc790e6d9ab22e8fbbf05837,reviews-v3,0,35e77f9a39547a65,9ab22e8fbbf05837,55,1697048924162,1697048924170,8,0
d2c57964c9aeaff80168f783e0c88a99,details-v1,0,581cb1d4f81da254,0168f783e0c88a99,17,1697048924124,1697048924141,17,0
d2c57964c9aeaff80168f783e0c88a99,ratings-v1,0,491d5738fffb2705,89179c57d5df67f9,26,1697048924164,1697048924165,1,0
d2c57964c9aeaff80168f783e0c88a99,productpage-v1,0,0168f783e0c88a99,,55,1697048924093,1697048924181,88,0
d2c57964c9aeaff80168f783e0c88a99,reviews-v3,0,89179c57d5df67f9,0168f783e0c88a99,55,1697048924162,1697048924167,5,0
68e22ec4a18f226c7971f116adaefaf7,details-v1,0,58626af65297bfce,7971f116adaefaf7,17,1697048924127,1697048924139,12,0
68e22ec4a18f226c7971f116adaefaf7,ratings-v1,0,a6965c8f7c09d594,4c2efc1e46985223,26,1697048924169,1697048924170,1,0
68e22ec4a18f226c7971f116adaefaf7,productpage-v1,0,7971f116adaefaf7,,55,1697048924093,1697048924187,94,0
68e22ec4a18f226c7971f116adaefaf7,reviews-v3,0,4c2efc1e46985223,7971f116adaefaf7,55,1697048924163,1697048924171,8,0
e5d03e4a6938edc2b549b05cde214eaa,details-v1,0,0ac3734acf087304,b549b05cde214eaa,17,1697048924126,1697048924142,16,0
e5d03e4a6938edc2b549b05cde214eaa,ratings-v1,0,af01e9653b829e31,fdef7555ab66e44f,26,1697048924167,1697048924168,1,0
e5d03e4a6938edc2b549b05cde214eaa,productpage-v1,0,b549b05cde214eaa,,55,1697048924092,1697048924190,98,0
e5d03e4a6938edc2b549b05cde214eaa,reviews-v3,0,fdef7555ab66e44f,b549b05cde214eaa,55,1697048924163,1697048924170,7,0
8a5aca8dee4c7970bc2d382d0ed7cec9,details-v1,0,5053ddd9137931e9,bc2d382d0ed7cec9,17,1697048924213,1697048924215,2,0
8a5aca8dee4c7970bc2d382d0ed7cec9,ratings-v1,0,830db2e9cea4363b,5044b05eaabc5083,26,1697048924226,1697048924227,1,0
8a5aca8dee4c7970bc2d382d0ed7cec9,productpage-v1,0,bc2d382d0ed7cec9,,55,1697048924182,1697048924255,73,0
8a5aca8dee4c7970bc2d382d0ed7cec9,reviews-v3,0,5044b05eaabc5083,bc2d382d0ed7cec9,55,1697048924222,1697048924229,7,0
b6193d35cfe3f058c8302592c358abc0,details-v1,0,e53414fb735fe7fb,c8302592c358abc0,17,1697048924218,1697048924221,3,0
b6193d35cfe3f058c8302592c358abc0,ratings-v1,0,1473f0e516ad431e,a610aef4b257962b,26,1697048924244,1697048924244,0,0
b6193d35cfe3f058c8302592c358abc0,productpage-v1,0,c8302592c358abc0,,55,1697048924191,1697048924251,60,0
b6193d35cfe3f058c8302592c358abc0,reviews-v3,0,a610aef4b257962b,c8302592c358abc0,55,1697048924240,1697048924246,6,0
3a8c0ca7c8d181c78c698e00a0958dd9,details-v1,0,9d4199862c24fdae,8c698e00a0958dd9,17,1697048924217,1697048924224,7,0
3a8c0ca7c8d181c78c698e00a0958dd9,ratings-v1,0,4ecb16b42a3b3d80,3055fc9499e160a1,26,1697048924243,1697048924243,0,0
3a8c0ca7c8d181c78c698e00a0958dd9,productpage-v1,0,8c698e00a0958dd9,,55,1697048924190,1697048924253,63,0
3a8c0ca7c8d181c78c698e00a0958dd9,reviews-v3,0,3055fc9499e160a1,8c698e00a0958dd9,55,1697048924241,1697048924245,4,0
243276877fbeffee42e2c2aa26d200cf,details-v1,0,02ec172609bc1e25,42e2c2aa26d200cf,17,1697048924221,1697048924225,4,0
243276877fbeffee42e2c2aa26d200cf,ratings-v1,0,61016ff98f4893f1,15827eed3c44c5ce,26,1697048924254,1697048924255,1,0
243276877fbeffee42e2c2aa26d200cf,productpage-v1,0,42e2c2aa26d200cf,,55,1697048924193,1697048924290,97,0
243276877fbeffee42e2c2aa26d200cf,reviews-v3,0,15827eed3c44c5ce,42e2c2aa26d200cf,55,1697048924252,1697048924257,5,0
d59a53966f6ebfe86c4c48f7ff9730a8,details-v1,0,70653f67b1c04b03,6c4c48f7ff9730a8,17,1697048924257,1697048924259,2,0
d59a53966f6ebfe86c4c48f7ff9730a8,ratings-v1,0,f080d6ba6363578f,89bf2f079451c099,26,1697048924283,1697048924285,2,0
d59a53966f6ebfe86c4c48f7ff9730a8,productpage-v1,0,6c4c48f7ff9730a8,,55,1697048924236,1697048924300,64,0
