[2023-10-12 06:04:53,518] INFO in global_controller: [SLATE] SPAN,169e4cc3,reviews-v3,0,29f717f7,8f5097595e918ae2,3,1697090609944,1697090609968,24,0
[2023-10-12 06:04:53,518] INFO in global_controller: [SLATE] SPAN,169e4cc3,details-v1,0,6f53d0e1,8f5097595e918ae2,0,1697090609899,1697090609919,20,0
[2023-10-12 06:04:53,518] INFO in global_controller: [SLATE] SPAN,169e4cc3,productpage-v1,0,8f509759,,4,1697090609860,1697090609990,130,0
[2023-10-12 06:04:53,518] INFO in global_controller: [SLATE] SPAN,169e4cc3,ratings-v1,0,ba5e11fb,29f717f72a2d1a02,-1,1697090609957,1697090609963,6,0
[2023-10-12 06:04:53,518] INFO in global_controller: [SLATE] SPAN,3f7d0d03,reviews-v3,0,636442ef,635e74c5059d978b,1,1697090609937,1697090609968,31,0
[2023-10-12 06:04:53,518] INFO in global_controller: [SLATE] SPAN,3f7d0d03,details-v1,0,24e38a34,635e74c5059d978b,3,1697090609902,1697090609921,19,0
[2023-10-12 06:04:53,518] INFO in global_controller: [SLATE] SPAN,3f7d0d03,productpage-v1,0,635e74c5,,5,1697090609860,1697090609974,114,0
[2023-10-12 06:04:53,518] INFO in global_controller: [SLATE] SPAN,3f7d0d03,ratings-v1,0,de0a7bd3,636442ef7af2b9cf,0,1697090609957,1697090609964,7,0
[2023-10-12 06:04:53,518] INFO in global_controller: [SLATE] SPAN,62675dfa,reviews-v3,0,4a11ffb6,8a57c2a2508f9c65,2,1697090609938,1697090609968,30,0
[2023-10-12 06:04:53,518] INFO in global_controller: [SLATE] SPAN,62675dfa,details-v1,0,7ca3c0a9,8a57c2a2508f9c65,0,1697090609899,1697090609912,13,0
[2023-10-12 06:04:53,518] INFO in global_controller: [SLATE] SPAN,62675dfa,productpage-v1,0,8a57c2a2,,3,1697090609860,1697090609980,120,0
[2023-10-12 06:04:53,518] INFO in global_controller: [SLATE] SPAN,62675dfa,ratings-v1,0,5eb16bc9,4a11ffb63a7e33ca,1,1697090609957,1697090609964,7,0
[2023-10-12 06:04:53,518] INFO in global_controller: [SLATE] SPAN,3813bed5,reviews-v3,0,1e004cc3,ab419ec453c681a5,4,1697090609945,1697090609968,23,0
[2023-10-12 06:04:53,518] INFO in global_controller: [SLATE] SPAN,3813bed5,details-v1,0,b7ab8859,ab419ec453c681a5,2,1697090609901,1697090609919,18,0
[2023-10-12 06:04:53,519] INFO in global_controller: [SLATE] SPAN,3813bed5,productpage-v1,0,ab419ec4,,1,1697090609859,1697090609991,132,0
[2023-10-12 06:04:53,519] INFO in global_controller: [SLATE] SPAN,3813bed5,ratings-v1,0,787fb703,1e004cc34d8f5a45,2,1697090609958,1697090609965,7,0
[2023-10-12 06:04:53,519] INFO in global_controller: [SLATE] SPAN,a1ef871d,reviews-v3,0,4bf6e726,0c6cfb5013f8a214,5,1697090609946,1697090609969,23,0
[2023-10-12 06:04:53,519] INFO in global_controller: [SLATE] SPAN,a1ef871d,details-v1,0,8d066f11,0c6cfb5013f8a214,1,1697090609901,1697090609920,19,0
[2023-10-12 06:04:53,519] INFO in global_controller: [SLATE] SPAN,a1ef871d,productpage-v1,0,0c6cfb50,,2,1697090609859,1697090609999,140,0
[2023-10-12 06:04:53,519] INFO in global_controller: [SLATE] SPAN,a1ef871d,ratings-v1,0,d5591d77,4bf6e726029e7801,3,1697090609958,1697090609965,7,0
[2023-10-12 06:04:53,519] INFO in global_controller: [SLATE] SPAN,81db9c9f,reviews-v3,0,026edf32,fad8c5fd8970f2e7,2,1697090610022,1697090610030,8,0
[2023-10-12 06:04:53,519] INFO in global_controller: [SLATE] SPAN,81db9c9f,details-v1,0,e5f1098b,fad8c5fd8970f2e7,-1,1697090610007,1697090610009,2,0
[2023-10-12 06:04:53,519] INFO in global_controller: [SLATE] SPAN,81db9c9f,productpage-v1,0,fad8c5fd,,5,1697090609977,1697090610051,74,0
[2023-10-12 06:04:53,519] INFO in global_controller: [SLATE] SPAN,81db9c9f,ratings-v1,0,8d902846,026edf323be90f42,-1,1697090610025,1697090610027,2,0
[2023-10-12 06:04:53,519] INFO in global_controller: [SLATE] SPAN,7e8a9592,reviews-v3,0,91db8c0b,b6a0f1c6fe6a0d49,1,1697090610022,1697090610031,9,0
[2023-10-12 06:04:53,519] INFO in global_controller: [SLATE] SPAN,7e8a9592,details-v1,0,d2b73ebb,b6a0f1c6fe6a0d49,-1,1697090610001,1697090610004,3,0
[2023-10-12 06:04:53,519] INFO in global_controller: [SLATE] SPAN,7e8a9592,productpage-v1,0,b6a0f1c6,,5,1697090609981,1697090610050,69,0
[2023-10-12 06:04:53,519] INFO in global_controller: [SLATE] SPAN,7e8a9592,ratings-v1,0,574b8cd4,91db8c0b0bae79a8,0,1697090610027,1697090610028,1,0
[2023-10-12 06:04:53,520] INFO in global_controller: [SLATE] SPAN,830c4245,reviews-v3,0,148a79aa,6b6a6022d073760f,1,1697090610034,1697090610039,5,0
[2023-10-12 06:04:53,520] INFO in global_controller: [SLATE] SPAN,830c4245,details-v1,0,cb0642f3,6b6a6022d073760f,-1,1697090610023,1697090610026,3,0
[2023-10-12 06:04:53,520] INFO in global_controller: [SLATE] SPAN,830c4245,productpage-v1,0,6b6a6022,,5,1697090609992,1697090610051,59,0
[2023-10-12 06:04:53,520] INFO in global_controller: [SLATE] SPAN,830c4245,ratings-v1,0,fbd8cc2e,148a79aa7440e8f7,-1,1697090610037,1697090610037,0,0
[2023-10-12 06:04:53,520] INFO in global_controller: [SLATE] SPAN,750aa708,reviews-v3,0,afeb6d7f,b491bf493abc1ad7,1,1697090610047,1697090610053,6,0
[2023-10-12 06:04:53,520] INFO in global_controller: [SLATE] SPAN,750aa708,details-v1,0,4744fc45,b491bf493abc1ad7,-1,1697090610029,1697090610030,1,0
[2023-10-12 06:04:53,520] INFO in global_controller: [SLATE] SPAN,750aa708,productpage-v1,0,b491bf49,,4,1697090609992,1697090610069,77,0
[2023-10-12 06:04:53,520] INFO in global_controller: [SLATE] SPAN,750aa708,ratings-v1,0,18ee63e4,afeb6d7f524cc54d,-1,1697090610050,1697090610051,1,0
[2023-10-12 06:04:53,520] INFO in global_controller: [SLATE] SPAN,972a6ac3,reviews-v3,0,13b96f78,ca5b5a7a6c1cf23f,1,1697090610055,1697090610060,5,0
[2023-10-12 06:04:53,520] INFO in global_controller: [SLATE] SPAN,972a6ac3,details-v1,0,77f5a08d,ca5b5a7a6c1cf23f,-1,1697090610039,1697090610041,2,0
[2023-10-12 06:04:53,520] INFO in global_controller: [SLATE] SPAN,972a6ac3,productpage-v1,0,ca5b5a7a,,5,1697090610001,1697090610084,83,0
[2023-10-12 06:04:53,521] INFO in global_controller: [SLATE] SPAN,972a6ac3,ratings-v1,0,ce75586c,13b96f787188fae1,-1,1697090610057,1697090610058,1,0
[2023-10-12 06:04:53,521] INFO in global_controller: [SLATE] SPAN,635fa2f9,reviews-v3,0,cd10b6ae,d8da4e478d0cdf6c,2,1697090610106,1697090610115,9,0
[2023-10-12 06:04:53,521] INFO in global_controller: [SLATE] SPAN,635fa2f9,details-v1,0,6e975f4e,d8da4e478d0cdf6c,-1,1697090610084,1697090610086,2,0
[2023-10-12 06:04:53,521] INFO in global_controller: [SLATE] SPAN,635fa2f9,productpage-v1,0,d8da4e47,,5,1697090610054,1697090610120,66,0
[2023-10-12 06:04:53,521] INFO in global_controller: [SLATE] SPAN,635fa2f9,ratings-v1,0,7fd66c1e,cd10b6ae1172e367,-1,1697090610109,1697090610112,3,0
[2023-10-12 06:04:53,521] INFO in global_controller: [SLATE] SPAN,e5175a9b,reviews-v3,0,6ac55a43,46b528ede8a3e923,1,1697090610105,1697090610116,11,0
[2023-10-12 06:04:53,521] INFO in global_controller: [SLATE] SPAN,e5175a9b,details-v1,0,fe42c013,46b528ede8a3e923,-1,1697090610073,1697090610076,3,0
[2023-10-12 06:04:53,521] INFO in global_controller: [SLATE] SPAN,e5175a9b,productpage-v1,0,46b528ed,,4,1697090610053,1697090610133,80,0
[2023-10-12 06:04:53,521] INFO in global_controller: [SLATE] SPAN,e5175a9b,ratings-v1,0,73ea4b9b,6ac55a4376249d36,0,1697090610111,1697090610115,4,0
[2023-10-12 06:04:53,521] INFO in global_controller: [SLATE] SPAN,8ae4e04e,reviews-v3,0,55c618bd,3aab3a397da36faf,3,1697090610108,1697090610116,8,0
[2023-10-12 06:04:53,521] INFO in global_controller: [SLATE] SPAN,8ae4e04e,details-v1,0,e1ff6885,3aab3a397da36faf,-1,1697090610069,1697090610072,3,0
[2023-10-12 06:04:53,521] INFO in global_controller: [SLATE] SPAN,8ae4e04e,productpage-v1,0,3aab3a39,,3,1697090610053,1697090610132,79,0
[2023-10-12 06:04:53,521] INFO in global_controller: [SLATE] SPAN,8ae4e04e,ratings-v1,0,02e4ec99,55c618bdbc948d91,1,1697090610111,1697090610115,4,0
[2023-10-12 06:04:53,521] INFO in global_controller: [SLATE] SPAN,6a61300e,reviews-v3,0,62943e89,bc8cf0ffe82a2c1b,1,1697090610119,1697090610123,4,0
[2023-10-12 06:04:53,521] INFO in global_controller: [SLATE] SPAN,6a61300e,details-v1,0,73ae1748,bc8cf0ffe82a2c1b,0,1697090610110,1697090610112,2,0
[2023-10-12 06:04:53,521] INFO in global_controller: [SLATE] SPAN,6a61300e,productpage-v1,0,bc8cf0ff,,5,1697090610086,1697090610126,40,0
[2023-10-12 06:04:53,522] INFO in global_controller: [SLATE] SPAN,6a61300e,ratings-v1,0,8dd926e4,62943e89461d1f87,-1,1697090610121,1697090610122,1,0
[2023-10-12 06:04:53,522] INFO in global_controller: [SLATE] SPAN,9b1dce26,reviews-v3,0,2d0417de,242fdeb5eb580175,1,1697090610158,1697090610163,5,0
[2023-10-12 06:04:53,522] INFO in global_controller: [SLATE] SPAN,9b1dce26,details-v1,0,f2879f49,242fdeb5eb580175,0,1697090610138,1697090610141,3,0
[2023-10-12 06:04:53,522] INFO in global_controller: [SLATE] SPAN,9b1dce26,productpage-v1,0,242fdeb5,,5,1697090610122,1697090610169,47,0
[2023-10-12 06:04:53,522] INFO in global_controller: [SLATE] SPAN,9b1dce26,ratings-v1,0,e95d619c,2d0417ded983f8ea,-1,1697090610161,1697090610162,1,0
[2023-10-12 06:04:53,522] INFO in global_controller: [SLATE] SPAN,36c7b77a,reviews-v3,0,78cfdb5b,6f6c867134f59e93,1,1697090610165,1697090610170,5,0
[2023-10-12 06:04:53,522] INFO in global_controller: [SLATE] SPAN,36c7b77a,details-v1,0,80f26ddd,6f6c867134f59e93,1,1697090610146,1697090610150,4,0
