[2023-10-13 04:57:42,194] INFO in global_controller: [SLATE] SPAN,48d4e3e03407c8e04b5f6bc2528429e6,details-v1,0,588d7334921d435e,4b5f6bc2528429e6,1,1,1,1697173031586,1697173031587,1,0
[2023-10-13 04:57:42,194] INFO in global_controller: [SLATE] SPAN,48d4e3e03407c8e04b5f6bc2528429e6,reviews-v3,0,10f0a02de7dbcbca,4b5f6bc2528429e6,4,3,3,1697173031645,1697173032346,701,0
[2023-10-13 04:57:42,194] INFO in global_controller: [SLATE] SPAN,48d4e3e03407c8e04b5f6bc2528429e6,productpage-v1,0,4b5f6bc2528429e6,,5,4,4,1697173031537,1697173032467,930,0
[2023-10-13 04:57:42,194] INFO in global_controller: [SLATE] SPAN,48d4e3e03407c8e04b5f6bc2528429e6,ratings-v1,0,cee7f8676ea2a56b,10f0a02de7dbcbca,1,5,3,1697173032278,1697173032291,13,0
[2023-10-13 04:57:42,195] INFO in global_controller: [SLATE] SPAN,4d98c6883989d15519197d97bc3b0713,details-v1,0,10973952ed6e7c9e,19197d97bc3b0713,2,1,1,1697173031583,1697173031585,2,0
[2023-10-13 04:57:42,195] INFO in global_controller: [SLATE] SPAN,4d98c6883989d15519197d97bc3b0713,reviews-v3,0,d3708190c42648da,19197d97bc3b0713,3,4,3,1697173031643,1697173032341,698,0
[2023-10-13 04:57:42,195] INFO in global_controller: [SLATE] SPAN,4d98c6883989d15519197d97bc3b0713,productpage-v1,0,19197d97bc3b0713,,3,5,4,1697173031535,1697173032495,960,0
[2023-10-13 04:57:42,195] INFO in global_controller: [SLATE] SPAN,4d98c6883989d15519197d97bc3b0713,ratings-v1,0,a3969ea46d78a914,d3708190c42648da,2,4,3,1697173032278,1697173032294,16,0
[2023-10-13 04:57:42,195] INFO in global_controller: [SLATE] SPAN,4d8ec294ce4c13a43291eb16a4bfc75e,details-v1,0,97b83ce5e651c484,3291eb16a4bfc75e,3,2,2,1697173031578,1697173031584,6,0
[2023-10-13 04:57:42,195] INFO in global_controller: [SLATE] SPAN,4d8ec294ce4c13a43291eb16a4bfc75e,reviews-v3,0,0423e3199f012dbc,3291eb16a4bfc75e,5,2,3,1697173031647,1697173032347,700,0
[2023-10-13 04:57:42,195] INFO in global_controller: [SLATE] SPAN,4d8ec294ce4c13a43291eb16a4bfc75e,productpage-v1,0,3291eb16a4bfc75e,,4,5,4,1697173031536,1697173032463,927,0
[2023-10-13 04:57:42,195] INFO in global_controller: [SLATE] SPAN,4d8ec294ce4c13a43291eb16a4bfc75e,ratings-v1,0,16b7aedb09f69d96,0423e3199f012dbc,4,2,3,1697173032280,1697173032298,18,0
[2023-10-13 04:57:42,195] INFO in global_controller: [SLATE] SPAN,294f1d1e58c02afda65421ec088fb6e8,details-v1,0,ad10143687ce549f,a65421ec088fb6e8,2,3,2,1697173031574,1697173031578,4,0
[2023-10-13 04:57:42,195] INFO in global_controller: [SLATE] SPAN,294f1d1e58c02afda65421ec088fb6e8,reviews-v3,0,6d74da9396b620d7,a65421ec088fb6e8,1,5,3,1697173031610,1697173032341,731,0
[2023-10-13 04:57:42,195] INFO in global_controller: [SLATE] SPAN,294f1d1e58c02afda65421ec088fb6e8,productpage-v1,0,a65421ec088fb6e8,,1,5,3,1697173031532,1697173032451,919,0
[2023-10-13 04:57:42,195] INFO in global_controller: [SLATE] SPAN,294f1d1e58c02afda65421ec088fb6e8,ratings-v1,0,a1b9644543b8eef6,6d74da9396b620d7,5,1,3,1697173032281,1697173032299,18,0
[2023-10-13 04:57:42,195] INFO in global_controller: [SLATE] SPAN,9a1b690b228607a5c649694aefb25b50,reviews-v3,0,a279f8ae1f471547,c649694aefb25b50,1,3,2,1697173032535,1697173032555,20,0
[2023-10-13 04:57:42,195] INFO in global_controller: [SLATE] SPAN,9a1b690b228607a5c649694aefb25b50,productpage-v1,0,c649694aefb25b50,,4,5,4,1697173032469,1697173032560,91,0
[2023-10-13 04:57:42,195] INFO in global_controller: [SLATE] SPAN,9a1b690b228607a5c649694aefb25b50,ratings-v1,0,bd9b44948e82d8a9,a279f8ae1f471547,1,1,1,1697173032549,1697173032552,3,0
[2023-10-13 04:57:42,195] INFO in global_controller: [SLATE] SPAN,9a1b690b228607a5c649694aefb25b50,details-v1,0,0fd9623924e0fa64,c649694aefb25b50,1,2,1,1697173032506,1697173032512,6,0
[2023-10-13 04:57:42,195] INFO in global_controller: [SLATE] SPAN,65c9cbf822d6ea3e0f692e1aa29e4313,reviews-v3,0,2291e1a9c56c63a7,0f692e1aa29e4313,2,3,2,1697173032537,1697173032567,30,0
[2023-10-13 04:57:42,196] INFO in global_controller: [SLATE] SPAN,65c9cbf822d6ea3e0f692e1aa29e4313,productpage-v1,0,0f692e1aa29e4313,,5,5,5,1697173032460,1697173032579,119,0
[2023-10-13 04:57:42,196] INFO in global_controller: [SLATE] SPAN,65c9cbf822d6ea3e0f692e1aa29e4313,ratings-v1,0,c3fb7d28cdc5a3f4,2291e1a9c56c63a7,1,2,1,1697173032560,1697173032561,1,0
[2023-10-13 04:57:42,196] INFO in global_controller: [SLATE] SPAN,65c9cbf822d6ea3e0f692e1aa29e4313,details-v1,0,c998c42964df41af,0f692e1aa29e4313,2,3,2,1697173032510,1697173032515,5,0
[2023-10-13 04:57:42,196] INFO in global_controller: [SLATE] SPAN,cd9490115fbdbab75d00998ec6bd3820,reviews-v3,0,d5254f065855a1ff,5d00998ec6bd3820,3,2,2,1697173032563,1697173032583,20,0
[2023-10-13 04:57:42,196] INFO in global_controller: [SLATE] SPAN,cd9490115fbdbab75d00998ec6bd3820,productpage-v1,0,5d00998ec6bd3820,,5,5,5,1697173032498,1697173032604,106,0
[2023-10-13 04:57:42,196] INFO in global_controller: [SLATE] SPAN,cd9490115fbdbab75d00998ec6bd3820,ratings-v1,0,a0e11593fd7d8256,d5254f065855a1ff,1,1,1,1697173032576,1697173032577,1,0
[2023-10-13 04:57:42,196] INFO in global_controller: [SLATE] SPAN,cd9490115fbdbab75d00998ec6bd3820,details-v1,0,fde7b30aae2fc334,5d00998ec6bd3820,2,1,1,1697173032512,1697173032518,6,0
[2023-10-13 04:57:42,196] INFO in global_controller: [SLATE] SPAN,7c70c9f20c4874e32492bdde635427e5,reviews-v3,0,830869a616485adf,2492bdde635427e5,2,1,1,1697173032579,1697173032592,13,0
[2023-10-13 04:57:42,196] INFO in global_controller: [SLATE] SPAN,7c70c9f20c4874e32492bdde635427e5,productpage-v1,0,2492bdde635427e5,,6,5,5,1697173032512,1697173032602,90,0
[2023-10-13 04:57:42,196] INFO in global_controller: [SLATE] SPAN,7c70c9f20c4874e32492bdde635427e5,ratings-v1,0,1070a6b16d017bfd,830869a616485adf,1,1,1,1697173032588,1697173032589,1,0
[2023-10-13 04:57:42,196] INFO in global_controller: [SLATE] SPAN,7c70c9f20c4874e32492bdde635427e5,details-v1,0,a660867a8630a69f,2492bdde635427e5,1,1,1,1697173032520,1697173032565,45,0
[2023-10-13 04:57:42,196] INFO in global_controller: [SLATE] SPAN,d95c9a23735d686a72c32138fabe2dd4,reviews-v3,0,fe67be4654307b91,72c32138fabe2dd4,1,2,1,1697173032602,1697173032616,14,0
[2023-10-13 04:57:42,196] INFO in global_controller: [SLATE] SPAN,d95c9a23735d686a72c32138fabe2dd4,productpage-v1,0,72c32138fabe2dd4,,5,5,5,1697173032564,1697173032631,67,0
[2023-10-13 04:57:42,196] INFO in global_controller: [SLATE] SPAN,d95c9a23735d686a72c32138fabe2dd4,ratings-v1,0,46e681f31c9baa3c,fe67be4654307b91,1,1,1,1697173032611,1697173032613,2,0
[2023-10-13 04:57:42,196] INFO in global_controller: [SLATE] SPAN,d95c9a23735d686a72c32138fabe2dd4,details-v1,0,42157535a9026231,72c32138fabe2dd4,1,1,1,1697173032581,1697173032584,3,0
[2023-10-13 04:57:42,197] INFO in global_controller: [SLATE] SPAN,dd88bd332913bdc96952840da9686200,reviews-v3,0,81ecd4b3030dbb58,6952840da9686200,2,1,1,1697173032615,1697173032626,11,0
[2023-10-13 04:57:42,197] INFO in global_controller: [SLATE] SPAN,dd88bd332913bdc96952840da9686200,productpage-v1,0,6952840da9686200,,4,5,4,1697173032581,1697173032645,64,0
[2023-10-13 04:57:42,197] INFO in global_controller: [SLATE] SPAN,dd88bd332913bdc96952840da9686200,ratings-v1,0,ac8edea2e3d3d14c,81ecd4b3030dbb58,1,1,1,1697173032622,1697173032623,1,0
