,svc_name,my_span_id,parent_span_id,trace_id,cluster_id,load,last_load,avg_load,rps,st,et,rt,xt,ct,child_spans,critical_child_spans,call_size,depth
131,productpage-v1,fb0c7d72,,8a9fb9b43b687ef6fb0c7d72ba4f3228,0,3,3,3,0,0,29,29,19,19,"[<span.Span object at 0x7f2f35886970>, <span.Span object at 0x7f2f35886880>]","[<span.Span object at 0x7f2f35886970>, <span.Span object at 0x7f2f35886880>]",10,1
132,productpage-v1,61e17f19,,bb0f58584a1005e661e17f1920d6e9fa,0,3,2,2,0,0,21,21,15,15,"[<span.Span object at 0x7f2f3593d160>, <span.Span object at 0x7f2f3593deb0>]","[<span.Span object at 0x7f2f3593d160>, <span.Span object at 0x7f2f3593deb0>]",10,1
133,reviews-v3,0230fdcd,61e17f19,bb0f58584a1005e661e17f1920d6e9fa,0,2,1,1,0,13,18,5,4,4,[<span.Span object at 0x7f2f3593de80>],[<span.Span object at 0x7f2f3593de80>],20,2
134,details-v1,b0766ab4,61e17f19,bb0f58584a1005e661e17f1920d6e9fa,0,1,1,1,0,6,7,1,1,1,[],[],20,2
135,ratings-v1,ab2c07cd,0230fdcd,bb0f58584a1005e661e17f1920d6e9fa,0,1,1,1,0,16,17,1,1,1,[],[],30,3
136,productpage-v1,82c6514b,,db2b745224f2878182c6514b7d4b5cab,0,8,4,6,0,0,43,43,34,34,"[<span.Span object at 0x7f2f359182b0>, <span.Span object at 0x7f2f35918100>]","[<span.Span object at 0x7f2f359182b0>, <span.Span object at 0x7f2f35918100>]",10,1
137,reviews-v3,11d9d141,82c6514b,db2b745224f2878182c6514b7d4b5cab,0,2,2,2,0,34,39,5,5,5,[<span.Span object at 0x7f2f35918040>],[<span.Span object at 0x7f2f35918040>],20,2
138,details-v1,b323858f,82c6514b,db2b745224f2878182c6514b7d4b5cab,0,1,1,1,0,14,18,4,4,4,[],[],20,2
139,ratings-v1,f401964b,11d9d141,db2b745224f2878182c6514b7d4b5cab,0,1,1,1,0,37,37,0,0,0,[],[],30,3
140,productpage-v1,24fa384a,,65465d9f6553363324fa384af72b103f,0,7,3,5,0,0,69,69,62,62,"[<span.Span object at 0x7f2f35918070>, <span.Span object at 0x7f2f359180d0>]","[<span.Span object at 0x7f2f35918070>, <span.Span object at 0x7f2f359180d0>]",10,1
141,reviews-v3,9c14c00d,24fa384a,65465d9f6553363324fa384af72b103f,0,3,1,2,0,59,64,5,4,4,[<span.Span object at 0x7f2f359181f0>],[<span.Span object at 0x7f2f359181f0>],20,2
142,details-v1,f9662231,24fa384a,65465d9f6553363324fa384af72b103f,0,1,1,1,0,37,39,2,2,2,[],[],20,2
143,ratings-v1,10307156,9c14c00d,65465d9f6553363324fa384af72b103f,0,1,1,1,0,61,62,1,1,1,[],[],30,3
144,reviews-v3,41285d21,f5118a70,5f60db046ab93b93f5118a7022faa84c,0,3,1,2,0,15,23,8,7,7,[<span.Span object at 0x7f2f35900b50>],[<span.Span object at 0x7f2f35900b50>],20,2
145,details-v1,4b87e427,f5118a70,5f60db046ab93b93f5118a7022faa84c,0,1,1,1,0,6,8,2,2,2,[],[],20,2
146,ratings-v1,1c6f2aff,41285d21,5f60db046ab93b93f5118a7022faa84c,0,1,1,1,0,18,19,1,1,1,[],[],30,3
147,productpage-v1,f5118a70,,5f60db046ab93b93f5118a7022faa84c,0,4,5,4,0,0,30,30,20,20,"[<span.Span object at 0x7f2f35900c70>, <span.Span object at 0x7f2f35900b80>]","[<span.Span object at 0x7f2f35900c70>, <span.Span object at 0x7f2f35900b80>]",10,1
148,ratings-v1,71154f65,cda86e2b,ef626d489b5e5b98404fe285663b4d71,0,1,1,1,0,25,26,1,1,1,[],[],30,3
149,productpage-v1,404fe285,,ef626d489b5e5b98404fe285663b4d71,0,6,6,6,0,0,35,35,28,28,"[<span.Span object at 0x7f2f3594e190>, <span.Span object at 0x7f2f3594efd0>]","[<span.Span object at 0x7f2f3594e190>, <span.Span object at 0x7f2f3594efd0>]",10,1
150,reviews-v3,cda86e2b,404fe285,ef626d489b5e5b98404fe285663b4d71,0,2,2,2,0,22,28,6,5,5,[<span.Span object at 0x7f2f3594e130>],[<span.Span object at 0x7f2f3594e130>],20,2
151,details-v1,317db62b,404fe285,ef626d489b5e5b98404fe285663b4d71,0,1,1,1,0,8,9,1,1,1,[],[],20,2
152,productpage-v1,105a43de,,bda66a1f5d5aabd8105a43de776cdb0f,0,3,3,3,0,0,44,44,36,36,"[<span.Span object at 0x7f2f35941220>, <span.Span object at 0x7f2f35941040>]","[<span.Span object at 0x7f2f35941220>, <span.Span object at 0x7f2f35941040>]",10,1
153,reviews-v3,3dcc86de,105a43de,bda66a1f5d5aabd8105a43de776cdb0f,0,3,2,2,0,31,37,6,5,5,[<span.Span object at 0x7f2f35941bb0>],[<span.Span object at 0x7f2f35941bb0>],20,2
154,details-v1,689fa2c3,105a43de,bda66a1f5d5aabd8105a43de776cdb0f,0,1,1,1,0,14,16,2,2,2,[],[],20,2
155,ratings-v1,e1316112,3dcc86de,bda66a1f5d5aabd8105a43de776cdb0f,0,1,1,1,0,34,35,1,1,1,[],[],30,3
156,reviews-v3,971820b4,1b3a58ae,6fea4b1ba819f9241b3a58ae56b573d3,0,3,1,2,0,20,25,5,5,5,[<span.Span object at 0x7f2f359a9730>],[<span.Span object at 0x7f2f359a9730>],20,2
157,details-v1,2582a2a2,1b3a58ae,6fea4b1ba819f9241b3a58ae56b573d3,0,1,1,1,0,12,14,2,2,2,[],[],20,2
158,ratings-v1,0cfbef1f,971820b4,6fea4b1ba819f9241b3a58ae56b573d3,0,1,1,1,0,24,24,0,0,0,[],[],30,3
159,productpage-v1,1b3a58ae,,6fea4b1ba819f9241b3a58ae56b573d3,0,4,2,3,0,0,28,28,21,21,"[<span.Span object at 0x7f2f359a9700>, <span.Span object at 0x7f2f359a9790>]","[<span.Span object at 0x7f2f359a9700>, <span.Span object at 0x7f2f359a9790>]",10,1
160,details-v1,1ab9dcca,e4edf742,6848b152fed42b03e4edf74257761c6c,0,1,1,1,0,8,10,2,2,2,[],[],20,2
161,ratings-v1,24ff28cb,c3abb57b,6848b152fed42b03e4edf74257761c6c,0,1,1,1,0,18,19,1,1,1,[],[],30,3
162,productpage-v1,e4edf742,,6848b152fed42b03e4edf74257761c6c,0,3,2,2,0,0,24,24,16,16,"[<span.Span object at 0x7f2f359dfb50>, <span.Span object at 0x7f2f359dfa90>]","[<span.Span object at 0x7f2f359dfa90>, <span.Span object at 0x7f2f359dfb50>]",10,1
163,reviews-v3,c3abb57b,e4edf742,6848b152fed42b03e4edf74257761c6c,0,2,1,1,0,15,21,6,5,5,[<span.Span object at 0x7f2f359dfaf0>],[<span.Span object at 0x7f2f359dfaf0>],20,2
164,details-v1,0cba73d9,a459e68d,47b02efb05fcafd6a459e68dd4342b23,0,1,1,1,0,22,25,3,3,3,[],[],20,2
165,ratings-v1,343e9ca5,a4cd9253,47b02efb05fcafd6a459e68dd4342b23,0,1,1,1,0,52,53,1,1,1,[],[],30,3
166,productpage-v1,a459e68d,,47b02efb05fcafd6a459e68dd4342b23,0,5,2,3,0,0,64,64,54,54,"[<span.Span object at 0x7f2f35a39ac0>, <span.Span object at 0x7f2f35a39a00>]","[<span.Span object at 0x7f2f35a39a00>, <span.Span object at 0x7f2f35a39ac0>]",10,1
167,reviews-v3,a4cd9253,a459e68d,47b02efb05fcafd6a459e68dd4342b23,0,4,1,2,0,49,56,7,6,6,[<span.Span object at 0x7f2f35a39b50>],[<span.Span object at 0x7f2f35a39b50>],20,2
168,productpage-v1,a41cf37d,,108d1a581cd00435a41cf37d9380d4f6,0,3,2,2,0,0,26,26,18,18,"[<span.Span object at 0x7f2f35a21c70>, <span.Span object at 0x7f2f35a21ca0>]","[<span.Span object at 0x7f2f35a21c70>, <span.Span object at 0x7f2f35a21ca0>]",10,1
169,reviews-v3,657d0730,a41cf37d,108d1a581cd00435a41cf37d9380d4f6,0,2,1,1,0,17,23,6,5,5,[<span.Span object at 0x7f2f35a21b80>],[<span.Span object at 0x7f2f35a21b80>],20,2
170,details-v1,8e206df6,a41cf37d,108d1a581cd00435a41cf37d9380d4f6,0,1,1,1,0,8,10,2,2,2,[],[],20,2
171,ratings-v1,3de374d1,657d0730,108d1a581cd00435a41cf37d9380d4f6,0,1,1,1,0,20,21,1,1,1,[],[],30,3
172,ratings-v1,cedee72c,1458d1ef,b1ecca7b3cd2a91bf479ae81e5370520,0,1,1,1,0,60,61,1,1,1,[],[],30,3
173,details-v1,7d1c4f1f,f479ae81,b1ecca7b3cd2a91bf479ae81e5370520,0,1,1,1,0,32,35,3,3,3,[],[],20,2
174,productpage-v1,f479ae81,,b1ecca7b3cd2a91bf479ae81e5370520,0,5,4,4,0,0,75,75,68,68,"[<span.Span object at 0x7f2f35a62850>, <span.Span object at 0x7f2f35a627c0>]","[<span.Span object at 0x7f2f35a627c0>, <span.Span object at 0x7f2f35a62850>]",10,1
175,reviews-v3,1458d1ef,f479ae81,b1ecca7b3cd2a91bf479ae81e5370520,0,2,1,1,0,58,62,4,3,3,[<span.Span object at 0x7f2f35a62880>],[<span.Span object at 0x7f2f35a62880>],20,2
176,details-v1,71ed4e3c,66551512,d66cc116778e6950665515124a470bf1,0,1,1,1,0,15,17,2,2,2,[],[],20,2
177,ratings-v1,425f31fc,96dd0eac,d66cc116778e6950665515124a470bf1,0,1,1,1,0,32,33,1,1,1,[],[],30,3
178,productpage-v1,66551512,,d66cc116778e6950665515124a470bf1,0,4,2,3,0,0,38,38,31,31,"[<span.Span object at 0x7f2f35abdd90>, <span.Span object at 0x7f2f35abdcd0>]","[<span.Span object at 0x7f2f35abdcd0>, <span.Span object at 0x7f2f35abdd90>]",10,1
179,reviews-v3,96dd0eac,66551512,d66cc116778e6950665515124a470bf1,0,2,1,1,0,29,34,5,4,4,[<span.Span object at 0x7f2f35abdd00>],[<span.Span object at 0x7f2f35abdd00>],20,2
180,reviews-v3,b9655821,ea226f5a,5016c5b9cd3c1a36ea226f5a1387782e,0,2,1,1,0,81,92,11,8,8,[<span.Span object at 0x7f2f35a97e50>],[<span.Span object at 0x7f2f35a97e50>],20,2
181,details-v1,3a713d95,ea226f5a,5016c5b9cd3c1a36ea226f5a1387782e,0,1,1,1,0,9,53,44,44,44,[],[],20,2
182,ratings-v1,69a67cb3,b9655821,5016c5b9cd3c1a36ea226f5a1387782e,0,1,1,1,0,85,88,3,3,3,[],[],30,3
183,productpage-v1,ea226f5a,,5016c5b9cd3c1a36ea226f5a1387782e,0,6,7,6,0,0,106,106,51,51,"[<span.Span object at 0x7f2f35a97e80>, <span.Span object at 0x7f2f35a97e20>]","[<span.Span object at 0x7f2f35a97e80>, <span.Span object at 0x7f2f35a97e20>]",10,1
184,reviews-v3,9614c791,173b2df3,b44ea9813f91d294173b2df32f36aea9,0,2,1,1,0,16,22,6,5,5,[<span.Span object at 0x7f2f35a97280>],[<span.Span object at 0x7f2f35a97280>],20,2
185,details-v1,f14e6bfe,173b2df3,b44ea9813f91d294173b2df32f36aea9,0,1,1,1,0,8,11,3,3,3,[],[],20,2
186,ratings-v1,01c4d7c9,9614c791,b44ea9813f91d294173b2df32f36aea9,0,1,1,1,0,19,20,1,1,1,[],[],30,3
187,productpage-v1,173b2df3,,b44ea9813f91d294173b2df32f36aea9,0,4,4,4,0,0,25,25,16,16,"[<span.Span object at 0x7f2f35a973d0>, <span.Span object at 0x7f2f35a973a0>]","[<span.Span object at 0x7f2f35a973d0>, <span.Span object at 0x7f2f35a973a0>]",10,1
188,productpage-v1,b6c13247,,6905af08a5e1559eb6c13247639a6404,0,6,7,6,0,0,67,67,60,60,"[<span.Span object at 0x7f2f35af3b20>, <span.Span object at 0x7f2f35af3b50>]","[<span.Span object at 0x7f2f35af3b20>, <span.Span object at 0x7f2f35af3b50>]",10,1
189,reviews-v3,c49f4d40,b6c13247,6905af08a5e1559eb6c13247639a6404,0,2,1,1,0,38,43,5,5,5,[<span.Span object at 0x7f2f35af3ac0>],[<span.Span object at 0x7f2f35af3ac0>],20,2
190,details-v1,6d0de6c1,b6c13247,6905af08a5e1559eb6c13247639a6404,0,1,1,1,0,13,15,2,2,2,[],[],20,2
191,ratings-v1,6385329b,c49f4d40,6905af08a5e1559eb6c13247639a6404,0,1,1,1,0,41,41,0,0,0,[],[],30,3
192,details-v1,b8d1d3bf,32495362,6948fb228cfc2df432495362fbc9a111,0,1,1,1,0,8,11,3,3,3,[],[],20,2
193,ratings-v1,c0efd426,5f51ef66,6948fb228cfc2df432495362fbc9a111,0,1,1,1,0,19,20,1,1,1,[],[],30,3
194,productpage-v1,32495362,,6948fb228cfc2df432495362fbc9a111,0,4,3,3,0,0,24,24,15,15,"[<span.Span object at 0x7f2f35ace100>, <span.Span object at 0x7f2f35acef70>]","[<span.Span object at 0x7f2f35acef70>, <span.Span object at 0x7f2f35ace100>]",10,1
195,reviews-v3,5f51ef66,32495362,6948fb228cfc2df432495362fbc9a111,0,2,1,1,0,16,22,6,5,5,[<span.Span object at 0x7f2f35ace130>],[<span.Span object at 0x7f2f35ace130>],20,2
196,reviews-v3,2f68ed05,0f210da3,94d83f8d2a9fa34f0f210da3a64d2a1a,0,2,1,1,0,63,68,5,4,4,[<span.Span object at 0x7f2f35b10a30>],[<span.Span object at 0x7f2f35b10a30>],20,2
197,details-v1,2595c14d,0f210da3,94d83f8d2a9fa34f0f210da3a64d2a1a,0,1,1,1,0,42,45,3,3,3,[],[],20,2
198,ratings-v1,c31bf677,2f68ed05,94d83f8d2a9fa34f0f210da3a64d2a1a,0,1,1,1,0,66,67,1,1,1,[],[],30,3
199,productpage-v1,0f210da3,,94d83f8d2a9fa34f0f210da3a64d2a1a,0,11,10,10,0,0,99,99,91,91,"[<span.Span object at 0x7f2f35b10a00>, <span.Span object at 0x7f2f35b10a60>]","[<span.Span object at 0x7f2f35b10a00>, <span.Span object at 0x7f2f35b10a60>]",10,1
200,details-v1,f38586d1,c53a0f90,d21183977f49455cc53a0f906e9ad23a,0,1,1,1,0,11,17,6,6,6,[],[],20,2
201,ratings-v1,af7e0278,c341004b,d21183977f49455cc53a0f906e9ad23a,0,1,1,1,0,28,30,2,2,2,[],[],30,3
202,productpage-v1,c53a0f90,,d21183977f49455cc53a0f906e9ad23a,0,6,5,5,0,0,38,38,24,24,"[<span.Span object at 0x7f2f35bb9730>, <span.Span object at 0x7f2f35bb9670>]","[<span.Span object at 0x7f2f35bb9670>, <span.Span object at 0x7f2f35bb9730>]",10,1
203,reviews-v3,c341004b,c53a0f90,d21183977f49455cc53a0f906e9ad23a,0,2,1,1,0,24,32,8,6,6,[<span.Span object at 0x7f2f35bb9790>],[<span.Span object at 0x7f2f35bb9790>],20,2
204,productpage-v1,0f39fd28,,a8fe12bbfd854e990f39fd28a214aac6,0,12,6,9,0,0,88,88,80,80,"[<span.Span object at 0x7f2f35bd8a00>, <span.Span object at 0x7f2f35bd8970>]","[<span.Span object at 0x7f2f35bd8a00>, <span.Span object at 0x7f2f35bd8970>]",10,1
205,reviews-v3,162ce69a,0f39fd28,a8fe12bbfd854e990f39fd28a214aac6,0,4,2,3,0,70,75,5,4,4,[<span.Span object at 0x7f2f35bd88e0>],[<span.Span object at 0x7f2f35bd88e0>],20,2
206,details-v1,9f6d5636,0f39fd28,a8fe12bbfd854e990f39fd28a214aac6,0,1,1,1,0,42,45,3,3,3,[],[],20,2
207,ratings-v1,8a101bab,162ce69a,a8fe12bbfd854e990f39fd28a214aac6,0,1,1,1,0,73,74,1,1,1,[],[],30,3
208,details-v1,4d8c581d,53cf788d,97f40ff5b4e86e6153cf788d33b52f61,0,1,1,1,0,9,11,2,2,2,[],[],20,2
209,ratings-v1,3a117a5d,140d2b63,97f40ff5b4e86e6153cf788d33b52f61,0,1,1,1,0,25,27,2,2,2,[],[],30,3
210,productpage-v1,53cf788d,,97f40ff5b4e86e6153cf788d33b52f61,0,5,5,5,0,0,33,33,23,23,"[<span.Span object at 0x7f2f35c33d60>, <span.Span object at 0x7f2f35c33ca0>]","[<span.Span object at 0x7f2f35c33ca0>, <span.Span object at 0x7f2f35c33d60>]",10,1
211,reviews-v3,140d2b63,53cf788d,97f40ff5b4e86e6153cf788d33b52f61,0,3,3,3,0,20,28,8,6,6,[<span.Span object at 0x7f2f35c33dc0>],[<span.Span object at 0x7f2f35c33dc0>],20,2
212,reviews-v3,8806f6ef,5d37bd6a,bcceeb0f039bc68d5d37bd6a5452feb8,0,3,2,2,0,72,75,3,2,2,[<span.Span object at 0x7f2f35c1b310>],[<span.Span object at 0x7f2f35c1b310>],20,2
213,details-v1,a476f38a,5d37bd6a,bcceeb0f039bc68d5d37bd6a5452feb8,0,1,1,1,0,41,43,2,2,2,[],[],20,2
214,ratings-v1,33a682bb,8806f6ef,bcceeb0f039bc68d5d37bd6a5452feb8,0,1,1,1,0,73,74,1,1,1,[],[],30,3
215,productpage-v1,5d37bd6a,,bcceeb0f039bc68d5d37bd6a5452feb8,0,7,6,6,0,0,81,81,76,76,"[<span.Span object at 0x7f2f35c1b400>, <span.Span object at 0x7f2f35c1b3a0>]","[<span.Span object at 0x7f2f35c1b400>, <span.Span object at 0x7f2f35c1b3a0>]",10,1
216,reviews-v3,91d47457,51ad2886,9e0d6ca4ac4435c251ad2886d74e696c,0,3,2,2,0,52,60,8,7,7,[<span.Span object at 0x7f2f35c0eb50>],[<span.Span object at 0x7f2f35c0eb50>],20,2
217,details-v1,2df530d1,51ad2886,9e0d6ca4ac4435c251ad2886d74e696c,0,1,1,1,0,21,28,7,7,7,[],[],20,2
218,ratings-v1,26985739,91d47457,9e0d6ca4ac4435c251ad2886d74e696c,0,1,1,1,0,57,58,1,1,1,[],[],30,3
219,productpage-v1,51ad2886,,9e0d6ca4ac4435c251ad2886d74e696c,0,7,7,7,0,0,71,71,56,56,"[<span.Span object at 0x7f2f35c0eaf0>, <span.Span object at 0x7f2f35c0eb80>]","[<span.Span object at 0x7f2f35c0eaf0>, <span.Span object at 0x7f2f35c0eb80>]",10,1
220,details-v1,8bb10f30,335b1f7b,3551b1ac537a602e335b1f7bac42bf5c,0,1,1,1,0,8,10,2,2,2,[],[],20,2
221,ratings-v1,ae20eb27,23b4b38e,3551b1ac537a602e335b1f7bac42bf5c,0,1,1,1,0,18,19,1,1,1,[],[],30,3
222,productpage-v1,335b1f7b,,3551b1ac537a602e335b1f7bac42bf5c,0,5,3,4,0,0,23,23,17,17,"[<span.Span object at 0x7f2f35c0eee0>, <span.Span object at 0x7f2f35c021c0>]","[<span.Span object at 0x7f2f35c021c0>, <span.Span object at 0x7f2f35c0eee0>]",10,1
223,reviews-v3,23b4b38e,335b1f7b,3551b1ac537a602e335b1f7bac42bf5c,0,3,2,2,0,16,20,4,3,3,[<span.Span object at 0x7f2f35c0ef10>],[<span.Span object at 0x7f2f35c0ef10>],20,2
224,reviews-v3,5d468ab2,3cfbfdfc,c02189ee7036c6ae3cfbfdfc74238378,0,3,2,2,0,16,22,6,5,5,[<span.Span object at 0x7f2f35c6aac0>],[<span.Span object at 0x7f2f35c6aac0>],20,2
225,details-v1,1cc3e379,3cfbfdfc,c02189ee7036c6ae3cfbfdfc74238378,0,1,1,1,0,7,9,2,2,2,[],[],20,2
226,ratings-v1,4ddfc05e,5d468ab2,c02189ee7036c6ae3cfbfdfc74238378,0,1,1,1,0,19,20,1,1,1,[],[],30,3
227,productpage-v1,3cfbfdfc,,c02189ee7036c6ae3cfbfdfc74238378,0,4,5,4,0,0,33,33,25,25,"[<span.Span object at 0x7f2f35c6ab20>, <span.Span object at 0x7f2f35c6ab50>]","[<span.Span object at 0x7f2f35c6ab20>, <span.Span object at 0x7f2f35c6ab50>]",10,1
228,reviews-v3,d99558d8,a88512ab,5b3207ccdb6dbb89a88512abfb026978,0,4,2,3,0,40,45,5,4,4,[<span.Span object at 0x7f2f35c6a6d0>],[<span.Span object at 0x7f2f35c6a6d0>],20,2
229,details-v1,1e722c72,a88512ab,5b3207ccdb6dbb89a88512abfb026978,0,1,1,1,0,19,21,2,2,2,[],[],20,2
230,ratings-v1,3db7b598,d99558d8,5b3207ccdb6dbb89a88512abfb026978,0,1,1,1,0,42,43,1,1,1,[],[],30,3
231,productpage-v1,a88512ab,,5b3207ccdb6dbb89a88512abfb026978,0,6,3,4,0,0,48,48,41,41,"[<span.Span object at 0x7f2f35c6a7c0>, <span.Span object at 0x7f2f35c6a670>]","[<span.Span object at 0x7f2f35c6a7c0>, <span.Span object at 0x7f2f35c6a670>]",10,1
232,productpage-v1,98147f3c,,ef018a4b7e47d47e98147f3cdc241336,0,5,4,4,0,0,32,32,21,21,"[<span.Span object at 0x7f2f35c538b0>, <span.Span object at 0x7f2f35c53850>]","[<span.Span object at 0x7f2f35c538b0>, <span.Span object at 0x7f2f35c53850>]",10,1
233,reviews-v3,02218fde,98147f3c,ef018a4b7e47d47e98147f3cdc241336,0,3,3,3,0,22,28,6,5,5,[<span.Span object at 0x7f2f35c53880>],[<span.Span object at 0x7f2f35c53880>],20,2
234,details-v1,b8e02a11,98147f3c,ef018a4b7e47d47e98147f3cdc241336,0,1,1,1,0,9,14,5,5,5,[],[],20,2
235,ratings-v1,ce097250,02218fde,ef018a4b7e47d47e98147f3cdc241336,0,1,1,1,0,25,26,1,1,1,[],[],30,3
236,details-v1,8b14518e,c685e114,ababd30536c5bb3dc685e1143ebe4565,0,1,1,1,0,10,13,3,3,3,[],[],20,2
237,ratings-v1,61a84fe5,1b616e67,ababd30536c5bb3dc685e1143ebe4565,0,1,1,1,0,29,31,2,2,2,[],[],30,3
238,productpage-v1,c685e114,,ababd30536c5bb3dc685e1143ebe4565,0,4,5,4,0,0,39,39,28,28,"[<span.Span object at 0x7f2f35c44d90>, <span.Span object at 0x7f2f35c44cd0>]","[<span.Span object at 0x7f2f35c44cd0>, <span.Span object at 0x7f2f35c44d90>]",10,1
239,reviews-v3,1b616e67,c685e114,ababd30536c5bb3dc685e1143ebe4565,0,3,2,2,0,25,33,8,6,6,[<span.Span object at 0x7f2f35c44df0>],[<span.Span object at 0x7f2f35c44df0>],20,2
240,productpage-v1,b694504a,,fc80bcfa48d6629ab694504af3617531,0,11,8,9,0,0,99,99,92,92,"[<span.Span object at 0x7f2f35cbc4c0>, <span.Span object at 0x7f2f35cbc490>]","[<span.Span object at 0x7f2f35cbc4c0>, <span.Span object at 0x7f2f35cbc490>]",10,1
241,reviews-v3,e8579a5d,b694504a,fc80bcfa48d6629ab694504af3617531,0,3,2,2,0,78,83,5,4,4,[<span.Span object at 0x7f2f35cbc3a0>],[<span.Span object at 0x7f2f35cbc3a0>],20,2
242,details-v1,558a2976,b694504a,fc80bcfa48d6629ab694504af3617531,0,1,1,1,0,40,42,2,2,2,[],[],20,2
243,ratings-v1,5ebbbdf2,e8579a5d,fc80bcfa48d6629ab694504af3617531,0,1,1,1,0,80,81,1,1,1,[],[],30,3
244,productpage-v1,4811f5db,,6233e105edf3a7fe4811f5dbc868b7d3,0,8,7,7,0,0,85,85,74,74,"[<span.Span object at 0x7f2f35cb50d0>, <span.Span object at 0x7f2f35cb5520>]","[<span.Span object at 0x7f2f35cb50d0>, <span.Span object at 0x7f2f35cb5520>]",10,1
245,reviews-v3,4f46694b,4811f5db,6233e105edf3a7fe4811f5dbc868b7d3,0,5,3,4,0,52,62,10,9,9,[<span.Span object at 0x7f2f35cb5fa0>],[<span.Span object at 0x7f2f35cb5fa0>],20,2
246,details-v1,f9df8bbe,4811f5db,6233e105edf3a7fe4811f5dbc868b7d3,0,1,1,1,0,26,27,1,1,1,[],[],20,2
247,ratings-v1,f96ad387,4f46694b,6233e105edf3a7fe4811f5dbc868b7d3,0,1,1,1,0,58,59,1,1,1,[],[],30,3
248,reviews-v3,b1c05865,0471b8bf,83039f9c0872086b0471b8bf796053fd,0,3,2,2,0,24,30,6,5,5,[<span.Span object at 0x7f2f35ca59d0>],[<span.Span object at 0x7f2f35ca59d0>],20,2
249,details-v1,f197a560,0471b8bf,83039f9c0872086b0471b8bf796053fd,0,1,1,1,0,17,19,2,2,2,[],[],20,2
250,ratings-v1,55e0b8bb,b1c05865,83039f9c0872086b0471b8bf796053fd,0,1,1,1,0,27,28,1,1,1,[],[],30,3
251,productpage-v1,0471b8bf,,83039f9c0872086b0471b8bf796053fd,0,7,4,5,0,0,36,36,28,28,"[<span.Span object at 0x7f2f35ca5af0>, <span.Span object at 0x7f2f35ca5a60>]","[<span.Span object at 0x7f2f35ca5af0>, <span.Span object at 0x7f2f35ca5a60>]",10,1
252,productpage-v1,97975a78,,c43eb672f5d9cb3097975a78dfc3a453,0,13,11,12,0,0,158,158,151,151,"[<span.Span object at 0x7f2f35ce8a30>, <span.Span object at 0x7f2f35ce89a0>]","[<span.Span object at 0x7f2f35ce8a30>, <span.Span object at 0x7f2f35ce89a0>]",10,1
253,reviews-v3,67b8d7ab,97975a78,c43eb672f5d9cb3097975a78dfc3a453,0,3,2,2,0,112,117,5,4,4,[<span.Span object at 0x7f2f35ce8940>],[<span.Span object at 0x7f2f35ce8940>],20,2
254,details-v1,dbc6d0d8,97975a78,c43eb672f5d9cb3097975a78dfc3a453,0,1,1,1,0,44,46,2,2,2,[],[],20,2
255,ratings-v1,c1cc857f,67b8d7ab,c43eb672f5d9cb3097975a78dfc3a453,0,1,1,1,0,114,115,1,1,1,[],[],30,3
256,productpage-v1,2197c3a7,,2df2ad8e7a3b71ae2197c3a721012075,0,6,6,6,0,0,101,101,47,47,"[<span.Span object at 0x7f2f35ce0910>, <span.Span object at 0x7f2f35ce0880>]","[<span.Span object at 0x7f2f35ce0910>, <span.Span object at 0x7f2f35ce0880>]",10,1
257,reviews-v3,caa0b9b7,2197c3a7,2df2ad8e7a3b71ae2197c3a721012075,0,3,3,3,0,93,98,5,4,4,[<span.Span object at 0x7f2f35ce08e0>],[<span.Span object at 0x7f2f35ce08e0>],20,2
258,details-v1,c4b848a7,2197c3a7,2df2ad8e7a3b71ae2197c3a721012075,0,1,1,1,0,22,71,49,49,49,[],[],20,2
259,ratings-v1,c153c3d2,caa0b9b7,2df2ad8e7a3b71ae2197c3a721012075,0,1,1,1,0,96,97,1,1,1,[],[],30,3
260,details-v1,a90b8e6c,2396795e,8c0ea278f118bcc52396795e9e645382,0,1,1,1,0,7,9,2,2,2,[],[],20,2
261,ratings-v1,49034e8a,0da50231,8c0ea278f118bcc52396795e9e645382,0,1,1,1,0,16,17,1,1,1,[],[],30,3
262,productpage-v1,2396795e,,8c0ea278f118bcc52396795e9e645382,0,5,3,4,0,0,21,21,16,16,"[<span.Span object at 0x7f2f35cd1880>, <span.Span object at 0x7f2f35cd17c0>]","[<span.Span object at 0x7f2f35cd17c0>, <span.Span object at 0x7f2f35cd1880>]",10,1
263,reviews-v3,0da50231,2396795e,8c0ea278f118bcc52396795e9e645382,0,3,2,2,0,15,18,3,2,2,[<span.Span object at 0x7f2f35cd18b0>],[<span.Span object at 0x7f2f35cd18b0>],20,2
264,reviews-v3,c844486c,34e2bcc8,b21702571db1e42c34e2bcc86d3a9e4e,0,3,3,3,0,22,29,7,6,6,[<span.Span object at 0x7f2f35d3a970>],[<span.Span object at 0x7f2f35d3a970>],20,2
265,details-v1,7fd81897,34e2bcc8,b21702571db1e42c34e2bcc86d3a9e4e,0,1,1,1,0,7,9,2,2,2,[],[],20,2
266,ratings-v1,ab93a546,c844486c,b21702571db1e42c34e2bcc86d3a9e4e,0,1,1,1,0,27,28,1,1,1,[],[],30,3
